record_id,customer_id,age,gender,region,employment_status,annual_income,credit_score,loan_type,loan_amount,annual_interest_rate,loan_term_months,loan_status,open_date,last_payment_date,last_payment_amount,balance_remaining,currency,debt_to_income_ratio,risk_band
611,CUST100611,36,Male,South,Student,61289,791,Auto,75748,4.81,180,Active,2020-08-27,2021-08-09,482.9,56227.18,USD,0.1158,Low
612,CUST100612,20,Other,West,Self-employed,129482,808,Student,30534,8.02,36,Closed,2024-03-25,2025-08-19,1002.1,12348.98,USD,0.0887,Low
613,CUST100613,75,Male,West,Employed,258450,651,Personal,24158,7.07,36,Default,2023-08-10,2024-04-30,817.23,2503.63,USD,0.0347,Medium
614,CUST100614,66,Female,South,Employed,318180,698,Personal,27275,10.91,36,Delinquent,2020-07-31,2022-01-06,925.62,6763.91,USD,0.0336,Medium
615,CUST100615,61,Female,Central,Student,157797,746,Auto,23801,4.02,36,Closed,2022-01-12,2022-03-27,554.75,6228.2,USD,0.0535,Medium
616,CUST100616,60,Male,East,Student,265623,846,Student,33604,4.43,24,Active,2020-02-02,2021-04-20,1142.93,0.0,USD,0.0662,Low
617,CUST100617,56,Female,South,Student,79939,633,Auto,51967,4.99,240,Active,2016-05-03,2025-08-19,289.42,0.0,USD,0.0514,High
618,CUST100618,21,Male,North,Student,161478,669,Auto,19077,3.96,24,Active,2018-12-25,2020-03-31,868.25,859.29,USD,0.0615,Medium
619,CUST100619,34,Male,North,Employed,244675,634,Auto,36031,4.22,240,Active,2021-01-14,2025-08-19,217.1,9103.63,USD,0.0109,High
620,CUST100620,40,Other,Central,Student,25206,759,Auto,20198,5.53,36,Active,2019-04-09,2019-04-23,463.85,7994.6,USD,0.2905,Low
621,CUST100621,73,Female,North,Student,157784,702,Student,37956,7.17,24,Active,2016-01-18,2016-03-06,1477.73,27742.11,USD,0.1295,Medium
622,CUST100622,42,Male,East,Self-employed,120222,701,Student,124537,6.07,180,Closed,2019-08-03,2025-08-19,959.85,0.0,USD,0.1054,Medium
623,CUST100623,25,Male,West,Student,215623,617,Credit Card,29565,16.96,240,Closed,2022-10-01,2023-11-11,475.23,0.0,USD,0.0241,High
624,CUST100624,24,Male,North,Retired,235628,727,Student,136953,6.91,12,Active,2023-02-15,2023-06-04,10283.99,89575.34,USD,0.6032,Medium
625,CUST100625,42,Male,South,Student,85242,625,Student,113248,8.54,240,Active,2015-09-22,2024-02-16,998.36,0.0,USD,0.1388,High
626,CUST100626,60,Female,East,Student,146644,707,Personal,22960,8.04,240,Active,2018-05-08,2025-08-19,149.68,0.0,USD,0.0158,Medium
627,CUST100627,69,Other,West,Self-employed,224688,786,Student,65547,4.5,36,Active,2021-04-17,2021-09-25,1814.84,51898.25,USD,0.1041,Low
628,CUST100628,76,Female,Central,Self-employed,189032,666,Student,8024,7.14,36,Active,2015-12-13,2018-07-12,270.36,0.0,USD,0.0158,Medium
629,CUST100629,64,Male,West,Unemployed,117808,655,Auto,59559,5.7,12,Active,2018-09-21,2018-10-20,3876.79,54441.18,USD,0.5213,Medium
630,CUST100630,73,Male,North,Student,332420,654,Personal,12837,7.11,360,Active,2025-02-09,2025-08-19,73.95,0.0,USD,0.0031,Medium
631,CUST100631,22,Female,North,Self-employed,240152,681,Student,47232,4.9,12,Closed,2017-08-22,2018-06-08,3849.23,6819.52,USD,0.2019,Medium
632,CUST100632,25,Female,East,Student,341915,703,Mortgage,504425,5.12,12,Closed,2021-06-12,2021-12-23,32880.38,158742.62,USD,1.5165,Medium
633,CUST100633,25,Male,North,Unemployed,92647,594,Auto,45073,3.96,60,Active,2016-09-01,2018-03-19,796.74,26828.96,USD,0.1074,High
634,CUST100634,45,Other,West,Self-employed,151120,592,Personal,26744,7.23,120,Active,2017-06-30,2019-10-21,339.27,0.0,USD,0.0249,High
635,CUST100635,45,Other,East,Unemployed,346584,634,Auto,56257,4.31,24,Active,2020-09-04,2020-09-12,2654.72,44003.37,USD,0.0849,High
636,CUST100636,56,Other,Central,Unemployed,228827,612,Personal,17077,6.87,180,Active,2019-10-23,2021-07-27,114.03,11443.59,USD,0.008,High
637,CUST100637,39,Male,West,Retired,188590,793,Student,79347,7.01,60,Delinquent,2016-10-16,2018-05-08,1550.33,24343.1,USD,0.1,Low
638,CUST100638,60,Male,Central,Student,248173,672,Auto,16509,5.81,360,Active,2016-02-29,2025-08-10,72.51,2932.89,USD,0.0047,Medium
639,CUST100639,55,Female,South,Retired,31150,637,Credit Card,1304,23.85,120,Active,2017-02-08,2021-08-15,20.45,0.0,USD,0.011,High
640,CUST100640,39,Other,North,Employed,266359,731,Personal,27236,6.96,180,Active,2021-03-05,2022-03-25,209.36,0.0,USD,0.011,Medium
641,CUST100641,72,Other,North,Unemployed,343997,647,Mortgage,390947,3.37,180,Active,2025-04-19,2025-08-19,2189.72,0.0,USD,0.0966,High
642,CUST100642,69,Female,Central,Employed,47520,584,Mortgage,200670,6.32,24,Active,2018-08-06,2019-02-16,7209.29,111442.2,USD,2.2532,High
643,CUST100643,47,Male,South,Unemployed,97595,781,Student,37079,6.61,60,Active,2022-02-13,2023-12-22,651.79,15256.84,USD,0.0894,Low
644,CUST100644,48,Male,North,Unemployed,175312,733,Auto,36986,5.43,24,Active,2021-03-08,2021-03-14,1149.39,35356.24,USD,0.1116,Medium
645,CUST100645,30,Female,North,Unemployed,129398,835,Credit Card,21536,21.89,120,Active,2023-08-02,2025-08-19,337.79,0.0,USD,0.0411,Low
646,CUST100646,32,Female,West,Student,345309,706,Auto,18996,3.97,36,Closed,2023-05-02,2023-08-14,425.44,8344.9,USD,0.0195,Medium
647,CUST100647,65,Male,South,Employed,261616,730,Personal,8754,17.12,24,Active,2019-08-12,2019-11-28,329.43,3120.81,USD,0.0199,Medium
648,CUST100648,21,Female,East,Unemployed,71282,624,Student,55838,5.47,240,Active,2017-08-14,2023-10-22,349.37,0.0,USD,0.0645,High
649,CUST100649,61,Male,South,Employed,135123,710,Credit Card,7621,15.58,240,Closed,2020-01-13,2021-03-02,81.66,0.0,USD,0.0092,Medium
650,CUST100650,62,Female,West,Self-employed,109668,745,Personal,47258,13.16,12,Active,2016-09-11,2016-10-13,4491.13,38808.99,USD,0.4623,Medium
651,CUST100651,72,Other,South,Self-employed,185209,722,Personal,30833,7.7,12,Active,2023-02-09,2023-05-29,2232.3,12088.12,USD,0.1735,Medium
652,CUST100652,22,Male,North,Retired,204624,698,Mortgage,194742,5.87,120,Closed,2025-01-02,2025-08-19,1937.11,132411.02,USD,0.126,Medium
653,CUST100653,67,Male,North,Unemployed,195991,681,Credit Card,17865,20.62,120,Active,2019-09-22,2019-10-19,363.59,0.0,USD,0.0216,Medium
654,CUST100654,51,Other,Central,Student,79119,650,Mortgage,410169,6.43,60,Active,2023-01-12,2023-07-13,7203.84,338061.13,USD,1.2152,Medium
655,CUST100655,80,Female,East,Self-employed,66805,820,Student,143125,4.87,180,Delinquent,2025-08-06,2025-08-19,1049.95,48864.0,USD,0.2016,Low
656,CUST100656,30,Male,Central,Retired,199974,739,Student,95963,5.44,12,Active,2021-03-26,2021-06-09,7300.12,13617.87,USD,0.4941,Medium
657,CUST100657,57,Other,South,Unemployed,275236,591,Mortgage,1051809,3.14,120,Active,2024-11-23,2025-08-19,7374.67,284974.53,USD,0.4458,High
658,CUST100658,60,Male,North,Unemployed,92204,678,Credit Card,44602,24.46,36,Active,2016-08-08,2016-10-20,1933.84,14670.88,USD,0.2291,Medium
659,CUST100659,23,Female,South,Employed,268081,759,Student,115772,6.0,24,Active,2018-07-27,2019-01-02,3947.45,69592.23,USD,0.2297,Low
660,CUST100660,69,Other,South,Self-employed,151082,615,Personal,20988,7.03,360,Closed,2021-10-04,2025-08-19,141.87,7962.72,USD,0.0111,High
661,CUST100661,24,Male,Central,Student,184238,701,Personal,31695,10.25,360,Active,2020-05-09,2025-08-19,201.96,0.0,USD,0.0185,Medium
662,CUST100662,44,Male,South,Retired,178539,770,Personal,9341,13.45,120,Active,2016-03-28,2020-08-22,106.52,0.0,USD,0.0095,Low
663,CUST100663,66,Other,West,Employed,64385,723,Mortgage,1823733,4.02,360,Active,2023-05-20,2024-09-29,6533.45,348731.16,USD,1.6267,Medium
664,CUST100664,63,Male,South,Retired,95577,850,Auto,39300,6.13,36,Active,2019-01-05,2019-01-11,1224.55,16539.93,USD,0.1504,Low
665,CUST100665,22,Male,South,Retired,83456,702,Mortgage,1093509,3.09,360,Active,2020-01-08,2020-05-11,3823.95,962930.29,USD,0.6706,Medium
666,CUST100666,33,Other,East,Retired,250230,796,Student,43337,7.18,36,Active,2017-03-24,2017-06-19,1213.7,23211.65,USD,0.0643,Low
667,CUST100667,48,Female,East,Employed,328681,697,Student,106140,7.49,24,Active,2020-11-03,2021-06-08,3626.09,44054.94,USD,0.1744,Medium
668,CUST100668,42,Male,Central,Unemployed,37869,839,Credit Card,30129,12.55,180,Active,2017-03-14,2025-04-22,328.89,0.0,USD,0.118,Low
669,CUST100669,50,Other,South,Unemployed,295280,687,Auto,56119,5.3,180,Active,2020-10-16,2022-05-09,458.93,40277.83,USD,0.0184,Medium
670,CUST100670,22,Other,West,Student,267334,713,Credit Card,44182,18.83,36,Active,2023-06-19,2025-02-02,1355.99,11867.17,USD,0.0725,Medium
671,CUST100671,20,Male,South,Self-employed,70614,733,Student,89845,7.8,60,Active,2016-10-26,2017-10-17,1797.31,0.0,USD,0.3081,Medium
672,CUST100672,77,Male,North,Retired,151325,768,Auto,52094,3.38,360,Active,2019-11-15,2025-06-01,220.07,36423.41,USD,0.0183,Low
673,CUST100673,49,Female,East,Self-employed,125482,744,Credit Card,13602,13.12,12,Closed,2022-09-10,2022-10-29,949.94,1445.4,USD,0.1163,Medium
674,CUST100674,75,Male,East,Student,317950,705,Auto,79226,4.74,60,Active,2022-01-13,2024-09-09,1337.61,1970.98,USD,0.0561,Medium
675,CUST100675,72,Male,North,Student,244139,802,Credit Card,6121,13.65,120,Active,2016-10-08,2017-06-20,74.28,4714.68,USD,0.0046,Low
676,CUST100676,32,Female,East,Student,207645,752,Credit Card,33771,16.06,12,Delinquent,2021-10-05,2021-11-30,2860.01,55.66,USD,0.1771,Low
677,CUST100677,59,Male,North,Unemployed,240937,663,Mortgage,392109,3.71,180,Active,2024-02-18,2025-07-12,2258.62,0.0,USD,0.1416,Medium
678,CUST100678,75,Other,North,Unemployed,57100,712,Credit Card,32376,24.31,120,Active,2023-10-01,2023-10-27,514.85,28771.8,USD,0.1515,Medium
679,CUST100679,45,Female,East,Self-employed,31242,736,Credit Card,25863,20.87,12,Active,2021-11-01,2021-11-14,2057.27,9016.88,USD,0.9244,Medium
680,CUST100680,62,Female,Central,Self-employed,80598,637,Personal,24054,8.32,240,Active,2016-04-15,2017-08-03,151.79,11693.16,USD,0.0307,High
681,CUST100681,66,Other,Central,Employed,27811,751,Mortgage,260666,3.2,360,Active,2017-08-30,2018-08-23,930.75,98335.65,USD,0.4864,Low
682,CUST100682,36,Male,Central,Student,270977,747,Mortgage,624705,6.28,60,Closed,2021-03-10,2023-03-11,12876.85,77559.03,USD,0.5384,Medium
683,CUST100683,46,Other,East,Unemployed,309095,638,Credit Card,18533,16.15,24,Active,2016-03-30,2016-10-26,892.59,8536.62,USD,0.0353,High
684,CUST100684,31,Male,Central,Self-employed,179875,731,Personal,48507,15.8,36,Closed,2016-01-15,2017-01-06,1489.89,22998.35,USD,0.1135,Medium
685,CUST100685,78,Male,North,Student,37697,642,Personal,6537,6.72,240,Active,2021-03-11,2021-06-29,42.3,6338.65,USD,0.0158,High
686,CUST100686,42,Male,West,Retired,47399,717,Personal,2703,16.92,180,Active,2024-12-04,2025-08-19,41.5,0.0,USD,0.0105,Medium
687,CUST100687,64,Other,West,Student,49946,770,Personal,36046,11.56,120,Delinquent,2017-06-17,2020-01-30,507.14,11660.63,USD,0.1221,Low
688,CUST100688,18,Female,East,Employed,151036,739,Credit Card,26860,12.5,120,Active,2019-09-11,2021-07-17,314.61,13492.34,USD,0.0312,Medium
689,CUST100689,18,Male,East,Retired,188290,694,Mortgage,1078194,3.13,180,Active,2021-01-08,2025-08-19,5914.08,0.0,USD,0.4788,Medium
690,CUST100690,35,Other,Central,Unemployed,53577,691,Personal,18009,16.43,36,Active,2018-03-10,2018-05-24,667.86,11002.3,USD,0.1427,Medium
691,CUST100691,59,Male,South,Retired,250848,708,Auto,17970,6.33,120,Closed,2018-07-11,2018-08-23,210.18,17565.01,USD,0.0097,Medium
692,CUST100692,52,Other,North,Retired,143048,683,Student,34670,6.56,60,Closed,2017-12-04,2019-07-11,576.44,21083.34,USD,0.057,Medium
693,CUST100693,44,Male,West,Unemployed,95014,765,Personal,41757,6.37,180,Active,2016-02-20,2017-10-26,384.13,15059.96,USD,0.0456,Low
694,CUST100694,69,Female,Central,Retired,324866,670,Auto,59950,5.67,24,Active,2016-07-03,2016-11-24,2387.01,41413.19,USD,0.0978,Medium
695,CUST100695,44,Other,North,Retired,46964,732,Credit Card,29902,16.12,60,Active,2025-01-05,2025-08-19,776.04,3655.61,USD,0.1863,Medium
696,CUST100696,80,Female,South,Student,185054,728,Auto,68328,5.56,240,Active,2019-09-12,2020-09-06,436.53,58881.24,USD,0.0306,Medium
697,CUST100697,48,Other,South,Student,239598,753,Credit Card,18057,22.35,180,Active,2019-02-27,2019-05-21,301.24,7589.86,USD,0.0175,Low
698,CUST100698,49,Other,South,Self-employed,258063,645,Student,31475,4.63,12,Default,2024-12-27,2025-01-02,2624.67,15340.03,USD,0.125,High
699,CUST100699,26,Other,Central,Student,241437,674,Credit Card,16822,21.26,24,Active,2019-06-01,2019-07-26,951.18,8156.41,USD,0.0431,Medium
700,CUST100700,40,Female,West,Student,248427,658,Auto,34045,5.53,24,Active,2017-05-06,2017-05-07,1455.99,34045.0,USD,0.0725,Medium
701,CUST100701,29,Other,Central,Unemployed,70802,645,Mortgage,1283069,4.81,240,Active,2018-11-02,2023-02-22,6895.48,599714.03,USD,1.4124,High
702,CUST100702,70,Other,South,Student,292176,670,Auto,25538,4.01,360,Delinquent,2020-07-23,2022-06-16,99.53,11622.07,USD,0.005,Medium
703,CUST100703,66,Male,South,Unemployed,93926,607,Credit Card,12065,12.36,12,Active,2025-08-17,2025-08-19,1095.04,3473.05,USD,0.1372,High
704,CUST100704,19,Female,South,Unemployed,319455,686,Auto,69486,4.03,24,Active,2023-09-02,2024-01-02,2649.39,3082.25,USD,0.1134,Medium
705,CUST100705,73,Male,East,Employed,205451,822,Auto,19745,4.14,180,Active,2018-09-25,2025-08-19,146.59,2641.9,USD,0.0086,Low
706,CUST100706,62,Female,North,Student,72658,581,Mortgage,1430636,5.2,60,Active,2017-03-04,2019-04-13,28454.3,426857.46,USD,4.4806,High
707,CUST100707,48,Male,West,Self-employed,280427,672,Mortgage,1182772,6.0,60,Active,2015-09-04,2015-11-11,20494.52,565382.0,USD,0.9785,Medium
708,CUST100708,20,Female,East,Retired,219381,717,Personal,32734,12.37,36,Active,2025-06-25,2025-08-19,1147.7,11966.41,USD,0.0598,Medium
709,CUST100709,58,Female,Central,Unemployed,304905,697,Mortgage,1947371,6.14,120,Active,2020-05-05,2022-03-02,17382.92,707223.49,USD,0.8563,Medium
710,CUST100710,79,Female,North,Unemployed,228713,793,Student,133234,7.01,60,Closed,2015-12-18,2016-09-17,2382.84,85735.21,USD,0.1385,Low
711,CUST100711,68,Female,North,Retired,189445,664,Student,120854,6.13,120,Active,2016-04-01,2017-08-11,1337.85,74966.56,USD,0.0855,Medium
712,CUST100712,37,Female,West,Self-employed,320157,783,Mortgage,1386191,5.14,36,Active,2022-06-03,2022-06-23,44967.82,0.0,USD,1.5605,Low
713,CUST100713,67,Other,East,Unemployed,309875,635,Auto,61842,6.01,60,Active,2018-11-22,2019-10-18,1272.71,852.8,USD,0.0463,High
714,CUST100714,64,Male,North,Employed,30500,755,Credit Card,27079,22.29,12,Active,2017-05-25,2017-07-02,1801.37,16926.11,USD,0.9986,Low
715,CUST100715,20,Female,North,Student,230108,674,Mortgage,1158033,5.53,240,Active,2015-11-12,2016-01-20,7522.02,1134076.21,USD,0.4164,Medium
716,CUST100716,68,Female,South,Retired,183677,750,Mortgage,733662,3.96,60,Active,2016-10-03,2017-09-03,12559.87,517689.79,USD,0.8819,Low
717,CUST100717,32,Female,Central,Unemployed,273414,625,Credit Card,17031,16.97,360,Active,2023-10-19,2025-08-19,243.62,0.0,USD,0.0106,High
718,CUST100718,54,Male,West,Self-employed,254401,669,Personal,22786,7.73,24,Delinquent,2016-09-15,2016-12-10,804.8,5314.33,USD,0.0485,Medium
719,CUST100719,23,Male,West,Retired,268258,715,Auto,17724,5.69,120,Active,2020-04-03,2022-02-23,200.57,10157.03,USD,0.0087,Medium
720,CUST100720,56,Female,North,Unemployed,129693,827,Credit Card,33755,16.07,60,Active,2019-04-01,2021-03-26,734.31,9913.75,USD,0.0761,Low
721,CUST100721,64,Male,North,Student,60634,647,Auto,78149,5.62,36,Active,2017-11-07,2018-03-03,1691.75,11956.67,USD,0.4679,High
722,CUST100722,69,Other,West,Self-employed,306830,691,Mortgage,1013266,6.49,120,Active,2021-07-01,2023-08-01,10643.78,541754.7,USD,0.4498,Medium
723,CUST100723,61,Male,Central,Unemployed,292304,720,Auto,53276,6.24,36,Active,2017-06-24,2019-06-26,1678.22,0.0,USD,0.0668,Medium
724,CUST100724,27,Female,North,Employed,183494,725,Mortgage,1227704,4.61,24,Active,2016-04-28,2017-08-20,50309.09,208412.76,USD,3.5084,Medium
725,CUST100725,74,Male,East,Employed,120999,570,Student,85150,5.84,240,Active,2018-06-30,2023-01-14,440.21,0.0,USD,0.0597,High
726,CUST100726,35,Male,East,Retired,73646,619,Student,91549,6.88,120,Active,2024-09-09,2025-08-19,1022.84,0.0,USD,0.1723,High
727,CUST100727,68,Male,South,Employed,342397,656,Mortgage,778088,3.27,12,Active,2017-03-05,2017-09-27,57803.31,250128.91,USD,2.3129,Medium
728,CUST100728,50,Male,South,Retired,226174,679,Student,98058,5.56,180,Delinquent,2021-08-03,2022-03-10,870.41,81971.18,USD,0.0427,Medium
729,CUST100729,63,Male,West,Retired,251550,695,Mortgage,1270011,6.15,180,Closed,2017-08-20,2017-11-21,11276.33,1205089.39,USD,0.5162,Medium
730,CUST100730,40,Other,West,Self-employed,343472,773,Auto,11398,3.69,180,Active,2021-07-15,2021-07-26,77.14,7353.05,USD,0.0029,Low
731,CUST100731,76,Female,Central,Employed,338124,633,Student,109410,4.22,120,Closed,2018-09-18,2019-05-10,1218.2,19874.11,USD,0.0397,High
732,CUST100732,73,Other,West,Retired,258278,698,Credit Card,7808,12.5,12,Active,2022-07-06,2022-09-22,683.22,156.85,USD,0.0323,Medium
733,CUST100733,23,Female,North,Employed,252457,715,Mortgage,1899126,4.9,60,Active,2022-12-26,2023-01-29,29783.7,504801.58,USD,1.6994,Medium
734,CUST100734,75,Other,South,Retired,212023,728,Student,114151,8.19,12,Active,2016-05-14,2016-07-17,7544.4,84331.46,USD,0.5626,Medium
735,CUST100735,20,Female,Central,Self-employed,285009,674,Mortgage,752559,3.96,180,Active,2016-12-16,2022-03-09,5147.75,269577.19,USD,0.2337,Medium
736,CUST100736,47,Male,North,Employed,115683,729,Credit Card,42066,24.55,36,Active,2024-06-25,2024-06-25,1588.02,42066.0,USD,0.1725,Medium
737,CUST100737,78,Male,East,Self-employed,89591,668,Personal,12665,9.35,180,Closed,2020-04-12,2024-12-17,101.65,5191.89,USD,0.0176,Medium
738,CUST100738,29,Female,East,Student,158697,634,Personal,23862,15.27,360,Closed,2024-12-09,2025-08-19,219.32,0.0,USD,0.0232,High
739,CUST100739,42,Male,Central,Retired,130447,789,Personal,14595,10.11,120,Active,2016-08-27,2020-12-27,151.97,2000.33,USD,0.0178,Low
740,CUST100740,77,Male,Central,Self-employed,269146,610,Personal,37947,10.53,12,Closed,2019-04-03,2019-05-26,3184.21,1146.44,USD,0.1492,High
741,CUST100741,18,Male,West,Student,195485,526,Auto,56924,4.07,360,Active,2021-10-08,2022-01-05,239.97,30887.72,USD,0.0168,High
742,CUST100742,62,Female,West,Student,147710,659,Personal,32624,14.14,120,Delinquent,2016-02-02,2018-09-18,511.97,0.0,USD,0.0414,Medium
743,CUST100743,44,Female,East,Retired,230108,711,Auto,49397,6.1,60,Active,2022-01-03,2022-10-15,719.83,3447.51,USD,0.0499,Medium
744,CUST100744,80,Male,East,Self-employed,201457,694,Mortgage,1481202,3.52,36,Closed,2019-01-07,2019-03-30,33596.48,656309.07,USD,2.5861,Medium
745,CUST100745,45,Male,South,Self-employed,311162,756,Student,46767,5.72,360,Delinquent,2021-10-21,2025-08-19,266.46,0.0,USD,0.0105,Low
746,CUST100746,71,Female,South,Employed,223200,741,Student,145015,4.36,360,Active,2023-02-24,2024-05-09,570.02,0.0,USD,0.0389,Medium
747,CUST100747,41,Female,East,Retired,20834,745,Mortgage,1453873,3.81,360,Active,2017-09-29,2018-05-03,5567.08,1304653.44,USD,3.9067,Medium
748,CUST100748,29,Female,South,Unemployed,183101,634,Mortgage,647397,6.35,240,Closed,2017-08-26,2019-11-19,4640.73,451834.48,USD,0.3126,High
749,CUST100749,47,Male,East,Employed,232060,656,Student,124194,4.06,240,Active,2020-05-17,2021-08-06,621.24,0.0,USD,0.0391,Medium
750,CUST100750,56,Female,Central,Unemployed,268275,840,Personal,8318,15.43,240,Active,2021-08-07,2025-08-19,117.58,0.0,USD,0.005,Low
751,CUST100751,78,Other,Central,Unemployed,123606,703,Student,119003,4.24,120,Active,2016-02-01,2017-04-20,1091.56,100725.98,USD,0.1183,Medium
752,CUST100752,61,Female,East,Student,196927,777,Mortgage,1238226,3.94,120,Active,2019-08-22,2019-09-26,10984.87,575664.63,USD,0.7618,Low
753,CUST100753,25,Female,North,Retired,227730,671,Mortgage,364355,5.54,360,Active,2020-06-21,2025-08-19,2262.32,73446.07,USD,0.1095,Medium
754,CUST100754,70,Other,Central,Retired,260343,629,Mortgage,407757,5.13,24,Delinquent,2019-12-03,2020-12-08,13103.18,121155.16,USD,0.8256,High
755,CUST100755,45,Female,North,Self-employed,154667,788,Mortgage,1855008,6.19,24,Active,2024-07-15,2024-12-08,66260.84,1360764.05,USD,6.3911,Low
756,CUST100756,72,Male,North,Unemployed,320593,688,Student,77033,7.73,36,Active,2018-09-28,2020-08-15,1727.04,93.77,USD,0.09,Medium
757,CUST100757,36,Female,North,Student,128599,615,Auto,46014,3.93,180,Active,2016-09-22,2017-12-26,239.57,27044.1,USD,0.0316,High
758,CUST100758,36,Other,Central,Student,328236,679,Credit Card,26496,18.18,12,Active,2019-06-26,2019-09-15,2038.86,14338.88,USD,0.0889,Medium
759,CUST100759,65,Female,South,Retired,109135,723,Mortgage,1485585,5.98,24,Active,2022-09-20,2023-07-04,72015.15,498155.3,USD,7.2382,Medium
760,CUST100760,51,Female,East,Unemployed,185327,690,Auto,31854,5.18,240,Active,2020-04-18,2020-10-26,213.52,0.0,USD,0.0138,Medium
761,CUST100761,33,Female,Central,Self-employed,218405,773,Mortgage,929947,3.76,24,Closed,2022-01-14,2022-04-15,42134.94,567394.5,USD,2.2133,Low
